11	U108656	11/14/2019 6:51:18 AM	N4833 N61319 N94639 N50163 N107002 N112041 N49839 N20487 N9690 N23920 N117654 N40944 N73137	N95301-0 N79081-0 N103133-0 N80281-0 N70363-0 N39853-0 N880-0 N27460-0 N58641-0 N18405-0 N103363-0 N45861-0 N49086-0 N102458-0 N82169-0 N41956-0 N84430-0 N110925-0 N54296-0 N43355-0 N41710-0 N105282-0 N128412-0 N119762-0 N123968-1 N35802-0 N116711-0 N105407-0 N85664-0 N48015-0 N51569-0 N45522-0 N87146-0 N14374-0 N84886-0 N109600-0 N96805-0 N125655-0 N76665-0 N32354-0 N10646-0 N29544-0 N41547-0 N65328-0 N25751-0 N86356-0
12	U178651	11/14/2019 2:33:03 PM	N112192 N82348 N80126 N78767 N7553 N87364 N121592 N51707 N31079 N83356 N1886 N37530	N76189-0 N103133-0 N20871-0 N14675-0 N45782-0 N94108-0 N23077-0 N27368-0 N15125-0 N69201-0 N62153-0 N5496-0 N77712-0 N60279-0 N1923-0 N127593-0 N3623-0 N117695-0 N76610-0 N104990-0 N91238-0 N66929-0 N102846-0 N35236-0 N37805-0 N84706-0 N129503-0 N20250-0 N112171-0 N118623-0 N15438-0 N72919-0 N45410-0 N109852-0 N46931-0 N25814-0 N29994-0 N94999-0 N83707-0 N67588-0 N123968-0 N73833-0 N51022-0 N51569-0 N84574-0 N100289-0 N25427-0 N97912-0 N74875-0 N61057-0 N129623-0 N23748-0 N80814-0 N43355-0 N12575-0 N13243-0 N55816-1 N120708-0 N85089-0 N105407-0 N76665-0 N107399-0
13	U86679	11/13/2019 3:51:47 PM	N15232 N112192 N1277 N67120 N59752 N8771 N18229 N113781 N19432 N53650 N67174 N80326 N33865 N8222 N69591	N95525-0 N4504-0 N75618-0 N37178-0 N80994-0 N1923-0 N38768-0 N39403-0 N115980-0 N5287-0 N112844-0 N101552-0 N124677-0 N106307-0 N23077-0 N113723-0 N10285-0 N127134-0 N88472-0 N94594-0 N53474-0 N76677-0 N123683-1 N13161-0
14	U95671	11/14/2019 8:28:43 PM	N64593 N82779 N33216 N9321 N128643 N64496 N68093 N53360 N99191 N82154 N103181 N103181 N97089 N95392 N109225 N46664 N116144 N40587 N126063 N6612 N127336 N25951 N3423 N48376 N77002 N59351 N86208 N73412 N59172 N90586 N5952 N87364 N80027 N119674 N96546 N5103 N54893 N115500 N85063 N22562 N51424 N10015	N62736-0 N52388-0 N16161-0 N127585-0 N88596-0 N43355-0 N63342-0 N45782-0 N16384-0 N35415-0 N27471-0 N41737-0 N40233-0 N113680-0 N80770-0 N23431-0 N7907-0 N78032-0 N31102-0 N93873-0 N81570-0 N92300-0 N84706-0 N124659-0 N49048-0 N44077-0 N84720-0 N123683-0 N72919-0 N79817-0 N94999-0 N33268-0 N51632-0 N74401-0 N67604-0 N90206-0 N2297-0 N86258-0 N28821-0 N24668-0 N32993-0 N48205-0 N42285-0 N19455-0 N8599-0 N112378-0 N29477-0 N3623-0 N72485-0 N63165-0 N104990-0 N54845-0 N51048-1 N15125-0 N27836-0 N73833-0 N13761-0 N44109-0 N28861-0 N121375-0 N18405-0 N36010-0 N67588-0 N64041-0 N108805-0 N22177-0 N56451-0 N78508-0 N76681-0 N70883-0 N129503-0 N33443-0 N32051-0 N107893-0 N34140-0 N65446-0 N4371-0 N110485-0 N55761-0 N117994-0 N91238-0 N4648-0 N28518-0 N19635-0 N32419-0 N51307-0 N102499-0 N48103-0 N104161-0 N102846-0 N120708-0 N110439-0 N52019-0 N128905-0 N43000-0 N67706-0 N84574-0 N65017-0 N80814-0 N76189-0 N102304-0 N83707-0 N69057-0 N112156-0 N63322-0 N46716-0 N103810-0 N58356-0 N46229-0 N58823-0 N123120-0 N14614-0 N123028-0 N33011-0 N88329-0 N11566-0 N5496-0 N73510-0 N128583-0 N22627-0 N40625-0 N8749-0 N104054-0 N55816-0 N4910-0 N71001-0 N75646-0 N107324-0 N14675-0 N87070-0 N34629-0 N109852-0 N988-0 N36959-0 N17804-0 N68624-0 N19586-0 N122944-0 N23748-0 N87146-0 N29544-0 N94211-0 N123968-0 N117411-0 N124439-0 N35236-0 N14857-0 N56937-0 N14804-0 N52813-0 N24239-0 N63359-0 N33539-0 N15210-0 N107921-0 N7728-0 N94973-0 N28056-0 N27368-0 N105029-0 N880-0 N119621-0 N39403-1 N64785-0 N25756-0 N97743-0 N67937-0 N118623-0 N49086-0 N26122-0 N51163-0 N26898-0 N110073-0 N61964-0 N9496-0 N51569-0 N66534-0 N15549-0 N96958-0 N59288-0 N1767-0 N110603-0 N50730-0 N25814-0 N50175-0 N28837-0 N106659-0 N105956-0 N103133-0 N96840-0 N18761-0 N100738-0 N76209-0 N25249-0 N16716-0 N19365-0
15	U656379	11/12/2019 4:09:59 PM	N60853 N99676 N89872 N26834 N128965 N98543 N65119 N83321 N90718 N119367 N15471 N72571 N104181 N93871 N110836 N89799 N124694 N34059 N9886 N79984 N105888 N88769 N76664 N22748 N116438 N46994 N112751 N119126 N112303 N71977 N25140 N73228 N66294 N10917 N93963 N13865 N85063 N82028 N80435 N70022 N107322 N37526 N34516 N50676 N86409 N97325 N25492 N91923	N13761-0 N54239-0 N26667-0 N100324-0 N109642-0 N5165-0 N119838-0 N17464-0 N59935-0 N14374-0 N100206-0 N81116-0 N122819-0 N53882-0 N77011-0 N8719-0 N109901-0 N80272-0 N97183-0 N39887-0 N65742-0 N37544-0 N86358-0 N31016-0 N21624-0 N108379-0 N49283-0 N6306-0 N12458-0 N116647-0 N62017-0 N8701-1 N72485-0 N114946-0
16	U332817	11/14/2019 2:53:15 PM	N32197 N35797 N28326 N127821 N124453 N87642 N1396 N93735 N72174 N50108 N75236 N106591 N49580 N103263 N12194 N79100 N81937 N80608 N121023 N47169 N5305 N23637 N11663 N110630 N13661 N90686 N92474 N90686 N3176 N71728 N36816 N51964 N16426 N85101 N49839 N102403 N120098 N82348 N79285 N88892 N126063 N42707 N48804 N17424 N5068 N57113 N112333 N118005 N15098 N50441 N22756 N115073 N30267 N43513 N50249 N1596 N127726 N62969 N53933 N54360 N87658 N4329 N58653 N77124 N119126 N11585 N17438 N78367 N78367 N11841 N71643 N91597 N73792 N87871 N128483 N29430 N70022 N42661 N77826 N81315	N118623-0 N68624-1
17	U52262	11/11/2019 12:51:08 PM	N130288 N16426 N84959 N49668 N21710	N123077-1 N123234-0 N33037-0 N87855-0 N55792-0 N47026-0 N31879-0 N125945-0
18	U629430	11/11/2019 6:48:01 AM	N38083 N23264 N104737 N8991 N82746 N71977 N54978 N91597 N34431 N52349	N116694-1 N32154-0
19	U419371	11/12/2019 4:15:12 AM	N129790 N59633 N51088 N126521 N882 N45706 N48876 N12252 N106288 N116750 N130251 N27706 N106985 N19544 N98405 N127202 N89484 N27352 N97753 N123400 N15899 N43154 N23898 N81449 N114751 N65035 N54972 N73137 N106476 N73240 N97206	N113644-0 N22659-0 N59301-0 N78239-0 N91047-0 N41660-0 N30899-0 N96625-0 N42187-0 N37827-0 N54892-0 N6982-0 N4872-0 N53516-0 N95135-0 N19805-0 N71888-0 N112819-0 N18341-0 N55023-0 N120192-1 N19694-0 N3030-0 N17881-0 N9082-0 N121715-0 N58823-0 N35508-0 N93538-0 N84235-0 N59216-0 N99484-0 N93958-0 N113130-0 N83702-0 N90968-0 N160-0 N91381-0 N47110-0 N24150-0 N80876-0 N61384-0 N57424-0 N119637-0 N102631-0 N55544-0 N49312-0 N12613-0 N106586-0 N93232-0 N35189-0 N117183-0 N31967-0 N25747-0 N67265-0 N123724-0 N63622-0 N45483-0 N35694-0 N22564-0 N122971-0 N123338-0 N52080-0 N6420-0 N12459-0 N116118-0 N79205-0 N87838-1 N15847-0 N81852-0 N13361-0 N50466-0 N95254-1 N60829-0 N46785-0 N73884-0 N115506-0 N110717-0 N72485-0 N82719-0 N95261-0 N87684-0 N65658-0 N57903-0 N53859-1 N86149-0 N37204-0 N69915-0 N46739-0 N33378-0 N109958-0 N49697-0 N38304-0 N96859-0 N48418-0 N82072-0 N46748-0 N22895-0 N52079-0 N65192-0 N2750-0 N107088-0 N31551-0 N41771-0 N125655-0 N97355-0 N108581-0 N118883-0 N106579-0 N122245-0 N108213-0 N116064-0 N123196-0 N126592-0 N8475-0 N93132-0 N74301-0 N71394-0 N29697-0 N22733-0 N83412-0 N36306-0 N20990-0 N93254-0 N7783-0 N87159-0 N23294-0 N51728-0 N17575-0 N71353-0 N84591-0 N92498-0 N2020-0 N114135-0 N23744-0 N63952-0 N74284-0 N41454-0 N75842-0 N107483-0 N17198-0 N103345-0 N27097-0 N71626-0 N100804-0 N100396-0 N71607-0 N44888-0 N68483-0 N118173-0 N127469-0 N109344-0 N10993-0
20	U594274	11/9/2019 5:41:59 AM	N58653 N7156 N68651 N29457 N74014 N61321 N64713 N122784 N48606 N51229 N108312 N128483 N62031 N104498 N128141 N59012 N22773 N79026 N22651 N81364 N99797 N58011 N82055 N126000 N54797 N44486 N76810	N14848-0 N37460-0 N85504-0 N79990-0 N115958-0 N121426-0 N65783-1 N85958-0 N118589-0 N86149-0 N43186-0 N119284-0 N103397-0 N62595-0 N27703-0 N95605-0 N59303-0 N84923-0 N111550-0 N53751-0 N63120-0 N10012-0 N6865-0 N55579-0 N31766-0 N32209-0
21	U6325	11/12/2019 1:51:09 PM	N47587 N127920 N42209 N76970 N121227 N124555 N126611 N128546 N55749 N93049 N31428 N62 N54360 N53933 N24446	N54239-0 N60370-0 N44060-0 N65542-0 N120550-0 N18553-0 N120930-0 N55189-0 N42187-0 N70396-0 N110473-0 N26667-0 N73331-0 N100380-0 N33030-0 N10906-0 N123784-0 N16795-0 N15933-0 N109083-0 N48418-0 N34269-0 N47643-0 N86358-0 N47050-0 N79082-0 N110303-0 N20990-0 N33078-0 N84591-0 N109344-0 N93676-0 N40141-0 N38152-0 N18947-0 N87684-0 N15384-0 N6306-0 N68689-0 N39887-0 N125161-0 N17881-0 N88808-0 N124813-0 N103158-0 N4664-0 N83621-0 N8719-0 N65192-0 N62203-0 N74883-0 N109642-0 N84381-0 N7937-0 N96351-0 N89658-0 N18539-0 N28518-0 N68520-0 N77488-0 N84343-0 N120312-0 N65658-0 N3223-0 N72485-0 N122819-0 N126678-0 N68164-0 N51320-0 N48307-0 N61850-0 N37544-0 N41710-0 N38378-0 N108379-0 N106875-0 N46262-0 N52617-0 N36404-0 N92498-0 N24486-0 N97722-0 N115724-0 N116647-0 N3061-0 N89741-0 N40412-0 N46117-0 N114946-0 N122971-0 N66225-0 N47277-0 N112335-0 N31958-0 N115731-0 N34199-0 N69915-0 N38902-0 N100206-0 N75237-0 N80272-1
22	U597276	11/9/2019 6:09:11 AM	N10659 N91458 N101263 N124118 N38217 N54948 N45124 N32043 N102659 N109834 N64141 N64926 N98146 N60544 N37526	N62595-0 N6865-0 N85958-0 N43186-1 N103397-0 N32209-0 N14848-0
23	U200033	11/12/2019 6:29:17 AM	N109826 N129812 N12194 N86523 N18389 N121023 N124120 N128965 N31043 N99191 N47639 N9375 N15051 N85428 N67420 N454 N111307 N99242 N107773 N18342 N51724 N84997 N8763 N12574 N61138 N4289 N99636 N80126 N129083 N44185 N27995 N31595 N120056 N110373 N126737 N72105 N85544 N93340 N23899 N69587 N72389 N91597 N45234 N70022	N53225-0 N122971-0 N51728-0 N60370-0 N20990-0 N100073-0 N52079-0 N99223-0 N27097-0 N50454-0 N10760-0 N43085-0 N30263-0 N125655-0 N48418-0 N49697-0 N113126-0 N2624-0 N57747-0 N121715-0 N61065-0 N31551-0 N30899-1 N83412-0 N61384-0 N118883-0 N2750-0 N92498-0 N99484-0
24	U260964	11/14/2019 5:33:15 AM	N61361 N90686 N102743 N39592 N127177 N71166 N59351 N126673 N86208 N80 N6958 N72640 N94407 N10012 N73137 N45698 N57459 N112687	N85664-0 N25751-0 N84886-0 N76665-0 N105407-0 N18405-0 N48015-0 N84430-0 N10646-0 N96805-0 N116711-0 N102458-0 N54296-0 N45522-0 N41547-1 N58641-0 N1869-0
25	U552512	11/12/2019 8:51:10 PM	N114076 N83597 N38169 N8402 N3773 N106046 N59981 N2511 N38556 N74139 N71142 N34721 N82741 N63092 N129128 N91231 N104200 N70385 N30828 N49566 N28734 N71202 N4785 N59893 N91265 N42094 N53215 N119800 N106545 N5831 N42920 N27430 N114311 N74865 N61948 N53736 N123279 N86440 N68431 N32031 N29466 N55064 N122570 N9892 N39300 N54383 N122096 N34890 N99171 N111272 N77566 N114197 N108002 N129226 N16660 N33641 N97 N24473 N15047 N51221 N27152 N107766 N37795 N85587 N57829 N96588 N111156 N95118 N19492 N104307 N126518 N13510 N73792 N80865 N93987 N74161 N19325 N11878 N7732 N30232 N31101 N124330 N99634 N12611 N54618 N86761 N27630 N809 N110092 N107836 N114581 N26093 N54972 N18372 N52074 N54731 N58200 N18720 N96108 N90966 N47595 N59263 N81445 N39509 N112731 N10490 N94853 N12307 N35458 N55826 N77826 N67466 N89657 N42661 N24442 N91758 N100851 N7393 N100981 N94276 N48926 N80506 N120196 N84565 N79547 N21010 N103432 N94180 N70180 N85962	N5098-1 N82866-0 N58417-0 N74117-0 N33468-0 N26837-0 N24486-0 N75494-1 N92285-0 N47643-1 N51320-0 N108054-0 N36132-0 N59216-0 N93676-0 N3061-0 N80444-1 N116647-0 N68164-0 N89721-0 N19530-0 N58823-0 N109703-0 N127579-0 N3223-0 N92498-0 N69225-0 N38378-0 N15384-0 N44037-1 N21624-0 N71907-0 N49332-0 N115724-0 N19805-0 N10012-0 N100716-0 N57978-0 N100900-0 N74883-0 N93254-0 N87775-0 N106586-0 N84381-0 N114200-0 N100006-0 N35535-0 N92699-0 N25656-0 N125818-0 N75842-0 N21966-0 N4664-0 N72485-0 N35189-0 N81051-0 N78882-0 N41101-0 N87147-0 N47739-0 N50466-0 N31862-0 N117183-0 N100207-0 N18947-1 N86059-0 N46802-0 N128367-0 N75114-0 N52617-0 N3572-0 N7578-0 N119040-0 N120312-0 N100846-0 N48307-0 N10906-0 N18553-0 N8719-0 N15184-1 N108736-0 N57207-0 N109762-0 N127357-0 N72037-0 N43755-1 N17464-0 N100197-0 N22576-0 N91151-0 N25852-0 N56668-0 N81071-0 N43166-0 N12388-0 N87795-0 N7299-0 N40596-0 N68209-0 N71607-0 N12368-0 N47277-0 N57424-0 N79082-0 N79048-0 N105417-0 N12458-0 N51632-0 N58198-0 N84235-0 N16795-0 N122478-0 N109901-0 N13761-0 N56844-0 N120550-0 N27168-0 N102671-0 N57379-0 N27923-0 N47767-0 N110739-0 N90870-0 N73331-0 N91047-0 N59935-0 N10244-0 N72801-0 N57903-0 N125655-0 N6982-0 N129321-0 N88808-0 N120930-0 N91827-0 N114946-0 N64308-0 N1912-0 N26823-0 N110303-0 N96351-0 N104437-0 N12453-0 N19455-0 N34199-0 N116118-0 N10839-0 N81116-0 N109083-0 N22659-0 N34269-1 N10087-0 N34379-0 N60829-0 N87497-0 N160-0 N24150-0 N97183-0 N46262-0 N24393-0 N48263-0 N46785-0 N86623-0 N17082-0 N89932-0 N46117-0 N90723-0 N62410-0 N123362-0 N108379-1 N50244-0 N70396-0 N69436-0 N11713-0 N45879-0 N31552-0 N31271-0 N5165-0 N95254-0 N106991-0 N25964-0 N42187-0 N58449-0 N416-0 N40141-0 N10760-0 N122971-0 N107801-0 N48789-0 N79728-0 N49965-0 N108581-0 N30669-0 N51881-0
26	U90382	11/13/2019 1:04:57 PM	N128965 N72571 N3435 N39384 N89398 N82348 N82348 N42099 N126836 N101597 N79285 N14200 N123480 N3948 N82919 N61510 N111016 N18548 N7156 N83904 N114787 N83062 N127001	N100261-0 N76677-0 N53474-0 N5287-0 N123968-0 N24701-1 N94594-0
27	U640108	11/9/2019 5:07:22 AM	N59464 N130251 N13554 N49269 N3763 N117102 N7391 N18117 N36315 N63281 N106414 N74014 N77237 N53766 N84570 N108574 N16520 N1259 N25524	N118589-0 N43186-0 N85504-0 N10012-0 N121426-0 N53751-0 N85958-0 N32209-0 N103397-0 N79990-0 N6865-0 N31766-0 N65783-0 N14848-0 N59303-0 N12453-1 N111550-0 N62595-0
28	U552980	11/12/2019 9:07:14 AM	N116930 N45706 N112740 N101840 N78609 N108115 N6079 N122726	N38902-0 N7937-0 N18861-0 N43085-0 N20990-1 N100073-0 N30899-0 N27097-0 N61065-1 N18539-1
29	U428315	11/14/2019 7:40:26 AM	N100201 N106046 N102357 N94422 N80420	N48015-1 N76665-0 N102458-0 N105407-0 N58641-0
30	U449564	11/12/2019 8:18:16 AM	N12015 N117682 N73122 N11849 N121168 N51724 N36397 N106388 N114197 N114571 N78130 N25082 N48926 N121917 N83356 N4066 N33865	N7937-0 N100073-1 N30899-0 N43085-0 N20990-0 N87684-0 N61065-0
31	U163476	11/11/2019 6:41:45 AM	N44431 N110976 N42718 N97080 N79352 N15027 N59280 N95066 N8006	N74360-0 N79812-0 N32154-1 N98178-0 N37658-0 N116694-0 N114526-0
32	U641845	11/14/2019 12:08:36 PM	N3560 N38098 N39472 N45902 N66860 N75436 N97428 N40987 N18399 N9892 N79724 N93006 N71068 N62529 N1596 N17291 N46051 N93685 N11266 N29457 N56850 N58200 N87913 N59700	N110603-0 N76665-0 N74875-0 N29441-0 N30532-0 N102499-0 N84430-0 N120147-0 N63165-0 N91238-0 N66244-0 N65446-0 N51163-0 N54566-0 N43361-0 N105407-0 N110627-0 N8599-1 N90184-0 N100456-0 N123968-0 N880-0 N19926-0 N29544-0 N4408-0 N67588-0 N102458-0 N8236-0 N25756-0 N67937-0 N56873-0 N119621-0 N121735-0 N42649-0 N112125-0
33	U3280	11/9/2019 10:58:59 AM	N123686 N32176 N100559 N33414 N56157 N76952 N55318	N67927-0 N106344-0 N27703-0 N72801-0 N108809-0 N14848-0 N115870-0 N31855-0 N52920-0 N73969-0 N27933-0 N99362-0 N31552-0 N38737-0 N32209-0 N88891-0 N65783-0 N24812-0 N107012-0 N17729-0 N6293-0 N118589-1 N12027-0 N31323-0 N23811-0 N122694-0
